Rk,Player,Age,Tm,Pos,GP,G,A,PTS▼,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
565,Radoslav Suchý,29,CBJ,D,79,1,7,8,-8,30,1.9,1,0,0,0,6,0,1,33,3.0,1574,19:55,suchyra01
566,Maxime Talbot,21,PIT,C,48,5,3,8,-12,59,-0.2,3,0,2,1,3,0,0,45,11.1,526,10:58,talboma01
567,Vitaly Vishnevski,25,MDA,D,82,1,7,8,8,91,2.7,1,0,0,0,6,1,0,90,1.1,1347,16:26,vishnvi01
568,Niclas Wallin,30,CAR,D,50,4,4,8,2,42,1.8,4,0,0,0,3,1,0,44,9.1,841,16:50,wallini01
569,Clarke Wilm,29,TOR,C,60,1,7,8,-15,43,-0.9,1,0,0,0,6,0,1,50,2.0,707,11:47,wilmcl01
570,Tyler Wright,32,TOT,C,43,2,6,8,-1,51,0.1,2,0,0,1,6,0,0,43,4.7,479,11:09,wrighty01
571,Andrew Alberts,24,BOS,D,73,1,6,7,3,68,1.9,0,0,1,0,5,0,1,30,3.3,936,12:50,alberan01
572,Milan Bartovič,24,CHI,RW,24,1,6,7,0,8,0.4,1,0,0,0,6,0,0,35,2.9,212,8:50,bartomi01
573,Bob Boughner,34,COL,D,41,1,6,7,2,54,1.2,1,0,0,1,5,1,0,15,6.7,297,7:15,boughbo01
574,Carlo Colaiacovo,23,TOR,D,21,2,5,7,0,17,1.2,1,1,0,0,2,2,1,21,9.5,324,15:26,colaica01
575,Jassen Cullimore,33,CHI,D,54,1,6,7,-24,53,-0.1,0,1,0,1,5,1,0,23,4.3,916,16:58,cullija01
576,Aaron Downey,31,TOT,RW,42,3,4,7,2,95,0.7,3,0,0,0,4,0,0,21,14.3,235,5:36,downeaa01
577,Rico Fata,25,TOT,RW,47,3,4,7,-4,22,-0.1,2,1,0,0,4,0,0,50,6.0,478,10:10,fatari01
578,Simon Gamache,25,TOT,RW,26,3,4,7,-5,10,0.3,3,0,0,0,3,1,0,36,8.3,299,11:30,gamacsi01
579,Bruno Gervais,21,NYI,D,27,3,4,7,-1,8,1.4,2,1,0,0,3,1,0,21,14.3,453,16:47,gervabr01
580,Jeff Giuliano,26,LAK,LW,48,3,4,7,0,26,0.1,3,0,0,2,4,0,0,32,9.4,468,9:45,giulije01
581,Todd Harvey,30,EDM,RW,63,5,2,7,-7,32,0.1,5,0,0,0,2,0,0,45,11.1,476,7:33,harveto01
582,Zenon Konopka,25,MDA,C,23,4,3,7,-4,48,0.6,2,2,0,0,1,2,0,18,22.2,168,7:19,konopze01
583,Adam Mair,26,BUF,C,40,2,5,7,-2,47,0.3,2,0,0,0,5,0,0,40,5.0,320,7:59,mairad01
584,Steve Montador,26,TOT,D,58,2,5,7,4,79,1.8,2,0,0,0,5,0,0,55,3.6,801,13:48,montast01
585,Jed Ortmeyer,27,NYR,RW,78,5,2,7,2,38,-0.3,5,0,0,1,2,0,0,90,5.6,866,11:06,ortmeje01
586,Dustin Penner,23,MDA,RW,19,4,3,7,3,14,0.8,2,2,0,1,3,0,0,46,8.7,227,11:58,pennedu01
587,Lasse Pirjetä,31,PIT,C,25,4,3,7,4,18,0.8,4,0,0,0,3,0,0,30,13.3,231,9:15,pirjela01
588,Keith Primeau,34,PHI,C,9,1,6,7,0,6,0.5,0,1,0,0,3,2,1,12,8.3,143,15:56,primeke02
589,Jason Strudwick,30,NYR,D,65,3,4,7,-10,66,1.3,3,0,0,0,4,0,0,31,9.7,1009,15:31,strudja01
590,Jaroslav Svoboda,25,DAL,LW,43,4,3,7,-3,22,0.4,4,0,0,2,3,0,0,33,12.1,304,7:04,svoboja01
591,Trent Whitfield,28,STL,C,30,2,5,7,-3,14,0.2,1,1,0,0,4,1,0,41,4.9,358,11:56,whitftr01
592,James Wisniewski,21,CHI,D,19,2,5,7,0,36,1.2,2,0,0,0,4,1,0,25,8.0,302,15:52,wisnija01
593,Nolan Yonkman,24,WSH,D,38,0,7,7,1,86,0.9,0,0,0,0,7,0,0,14,0.0,313,8:13,yonkmno01
594,Tommy Albelin,41,NJD,D,36,0,6,6,4,2,1.6,0,0,0,0,5,1,0,15,0.0,503,13:59,albelto01
595,Adrian Aucoin,32,CHI,D,33,1,5,6,-13,38,0.5,0,1,0,0,1,4,0,59,1.7,758,22:58,aucoiad01
596,Kevin Bieksa,24,VAN,D,39,0,6,6,-1,77,1.1,0,0,0,0,4,2,0,38,0.0,628,16:06,biekske01
597,Derek Boogaard,23,MIN,LW,65,2,4,6,2,158,0.4,2,0,0,1,4,0,0,15,13.3,350,5:23,boogade01
598,Matt Carle,21,SJS,D,12,3,3,6,-2,14,0.9,1,2,0,1,1,2,0,11,27.3,193,16:07,carlema01
599,Rob Davison,25,SJS,D,69,1,5,6,6,76,2.1,1,0,0,0,5,0,0,36,2.8,955,13:50,davisro01
600,Josh Gorges,21,SJS,D,49,0,6,6,5,31,1.8,0,0,0,0,5,1,0,25,0.0,864,17:38,gorgejo01
601,Josh Green,28,VAN,LW,33,4,2,6,2,14,0.5,4,0,0,0,2,0,0,35,11.4,283,8:35,greenjo01
602,Darius Kasparaitis,33,NYR,D,67,0,6,6,7,97,2.4,0,0,0,0,6,0,0,48,0.0,1171,17:28,kaspada01
603,Mike Komisarek,24,MTL,D,71,2,4,6,-1,116,1.9,2,0,0,0,4,0,0,66,3.0,1042,14:40,komismi01
604,Brad May,34,COL,LW,54,3,3,6,-14,82,-0.5,3,0,0,0,3,0,0,55,5.5,453,8:23,maybr01
605,Dan McGillis,33,NJD,D,27,0,6,6,-5,36,0.8,0,0,0,0,4,2,0,32,0.0,384,14:14,mcgilda01
606,Matt Murley,26,PIT,LW,41,1,5,6,-9,24,-0.6,1,0,0,0,4,0,1,48,2.1,470,11:29,murlema01
607,Garth Murray,23,MTL,C,36,5,1,6,-2,44,0.4,5,0,0,1,1,0,0,25,20.0,333,9:15,murraga01
608,Tyson Nash,30,PHX,LW,50,0,6,6,-7,84,-0.6,0,0,0,0,5,0,1,44,0.0,502,10:03,nashty01
609,Scott Nichol,31,NSH,C,34,3,3,6,3,79,0.4,2,0,1,0,3,0,0,32,9.4,357,10:30,nichosc01
610,Eric Nickulas,30,BOS,RW,16,2,4,6,2,8,0.6,2,0,0,0,4,0,0,14,14.3,130,8:08,nickuer01
611,Niklas Nordgren,26,TOT,LW,58,4,2,6,-8,34,-0.1,4,0,0,0,2,0,0,38,10.5,411,7:05,nordgni01
612,Serge Payer,26,FLA,RW,71,2,4,6,-7,26,-0.9,2,0,0,0,4,0,0,70,2.9,702,9:53,payerse01
613,Patrick Rissmiller,27,SJS,C,18,3,3,6,1,8,0.6,2,1,0,1,3,0,0,26,11.5,169,9:22,rissmpa01
614,Byron Ritchie,28,CGY,C,45,4,2,6,-2,69,0.3,4,0,0,0,2,0,0,34,11.8,444,9:52,ritchby01
615,Jamie Rivers,30,TOT,D,33,0,6,6,2,38,1.2,0,0,0,0,2,4,0,36,0.0,495,14:59,riverja01
616,Mike Rupp,26,TOT,LW,40,4,2,6,-3,58,0.2,4,0,0,0,1,0,1,39,10.3,360,9:00,ruppmi01
617,Mathias Tjärnqvist,26,DAL,C,33,2,4,6,4,18,0.5,2,0,0,0,4,0,0,36,5.6,269,8:10,tjarnma01
618,Rhett Warrener,30,CGY,D,61,3,3,6,7,54,3.4,2,0,1,0,2,0,1,40,7.5,1171,19:12,warrerh01
619,Ian White,21,TOR,D,12,1,5,6,2,10,1.1,1,0,0,0,3,2,0,21,4.8,229,19:07,whiteia01
620,Wojtek Wolski,19,COL,LW,9,2,4,6,-5,4,0.4,0,2,0,0,1,3,0,9,22.2,88,9:44,wolskwo01
621,Dustin Byfuglien,20,CHI,D,25,3,2,5,-6,24,0.8,3,0,0,1,2,0,0,45,6.7,433,17:19,byfugdu01
622,Matt Foy,22,MIN,RW,19,2,3,5,-4,16,0.2,1,1,0,0,3,0,0,21,9.5,209,10:59,foyma01
623,Denis Grebeshkov,22,TOT,D,29,0,5,5,-12,20,0.0,0,0,0,0,2,3,0,24,0.0,483,16:39,grebede01
624,Alex Henry,26,MIN,D,63,0,5,5,-4,73,1.5,0,0,0,0,5,0,0,41,0.0,720,11:26,henryal01
625,Ryan Hollweg,22,NYR,C,52,2,3,5,-3,84,-0.1,2,0,0,0,3,0,0,32,6.3,377,7:15,hollwry01
626,Craig MacDonald,28,CGY,C,25,3,2,5,5,8,0.6,2,1,0,0,2,0,0,27,11.1,257,10:16,macdocr01
627,Brian McGrattan,24,OTT,RW,60,2,3,5,0,141,0.2,2,0,0,0,3,0,0,36,5.6,254,4:14,mcgrabr01
628,Travis Moen,23,MDA,LW,39,4,1,5,-3,72,0.0,4,0,0,0,0,1,0,28,14.3,431,11:03,moentr01
629,George Parros,26,LAK,RW,55,2,3,5,1,138,0.2,2,0,0,0,3,0,0,23,8.7,272,4:56,parroge01
630,Geoff Platt,20,CBJ,C,15,0,5,5,-4,16,0.0,0,0,0,0,5,0,0,29,0.0,168,11:12,plattge01
631,Steve Poapst,37,TOT,D,62,0,5,5,-26,47,-0.2,0,0,0,0,5,0,0,23,0.0,1011,16:18,poapsst01
632,Tuomo Ruutu,22,CHI,C,15,2,3,5,-7,31,0.0,1,1,0,0,3,0,0,30,6.7,221,14:43,ruututu01
633,Bryce Salvador,29,STL,D,46,1,4,5,-24,26,0.3,1,0,0,0,2,1,1,23,4.3,911,19:48,salvabr01
634,Kurt Sauer,25,COL,D,37,1,4,5,5,24,1.4,1,0,0,0,4,0,0,19,5.3,474,12:48,sauerku01
635,Timofei Shishkanov,22,STL,RW,22,3,2,5,-1,6,0.5,3,0,0,0,2,0,0,26,11.5,186,8:28,shishti01
636,Gilbert Brulé,19,CBJ,C,7,2,2,4,-2,0,0.4,2,0,0,0,1,1,0,11,18.2,92,13:11,brulegi01
637,Mark Eaton,28,NSH,D,69,3,1,4,-2,44,2.0,3,0,0,0,0,0,1,28,10.7,1361,19:43,eatonma01
638,Eric Godard,25,NYI,RW,57,2,2,4,-2,115,0.2,2,0,0,0,2,0,0,17,11.8,203,3:34,godarer01
639,David Hale,24,NJD,D,38,0,4,4,5,21,1.5,0,0,0,0,4,0,0,19,0.0,458,12:03,haleda01
640,Cale Hulse,32,TOT,D,39,0,4,4,-8,63,0.5,0,0,0,0,4,0,0,34,0.0,596,15:18,hulseca01
641,Jakub Klepiš,21,WSH,C,25,1,3,4,-11,8,-0.3,1,0,0,0,2,1,0,26,3.8,185,7:25,klepija01
642,Dan LaCouture,28,BOS,LW,55,2,2,4,-6,53,-0.3,1,0,1,0,2,0,0,37,5.4,344,6:15,lacouda01
643,Jason Marshall,34,MDA,D,23,0,4,4,2,34,0.8,0,0,0,0,4,0,0,25,0.0,271,11:46,marshja02
644,John Pohl,26,TOR,RW,7,3,1,4,2,4,0.6,2,1,0,0,1,0,0,17,17.6,89,12:47,pohljo01
645,Rob Scuderi,27,PIT,D,57,0,4,4,-18,36,-0.2,0,0,0,0,4,0,0,28,0.0,1154,20:15,scudero01
646,Alexei Semenov,24,TOT,D,27,2,2,4,-4,38,0.6,1,1,0,0,2,0,0,16,12.5,320,11:51,semenal01
647,Yan Stastny,23,TOT,C,20,1,3,4,-4,10,0.0,1,0,0,0,3,0,0,14,7.1,195,9:46,stastya01
648,Turner Stevenson,33,PHI,RW,31,1,3,4,-2,45,-0.1,0,0,1,0,2,0,1,26,3.8,258,8:20,stevetu01
649,Petr Sýkora,27,WSH,C,10,2,2,4,0,6,0.4,2,0,0,0,2,0,0,9,22.2,107,10:41,sykorpe02
650,Jeff Tambellini,21,TOT,LW,25,1,3,4,1,10,0.1,1,0,0,0,3,0,0,17,5.9,246,9:49,tambeje01
651,Chris Therien,34,PHI,D,47,0,4,4,-7,34,0.2,0,0,0,0,4,0,0,16,0.0,647,13:45,therich01
652,Ossi Väänänen,25,COL,D,53,0,4,4,10,56,1.7,0,0,0,0,4,0,0,34,0.0,719,13:34,vaanaos01
653,Noah Welch,23,PIT,D,5,1,3,4,0,2,0.5,1,0,0,0,1,2,0,5,20.0,87,17:24,welchno01
654,Jason Wiemer,29,TOT,LW,49,2,2,4,-4,103,-0.1,2,0,0,0,2,0,0,37,5.4,396,8:05,wiemeja01
655,Mikhail Yakubov,23,TOT,C,23,1,3,4,-1,12,0.0,1,0,0,1,3,0,0,27,3.7,222,9:38,yakubmi01
656,Kris Beech,24,TOT,C,10,1,2,3,1,4,0.2,1,0,0,0,1,1,0,12,8.3,120,12:02,beechkr01
657,Wade Belak,29,TOR,D,55,0,3,3,-13,109,-0.1,0,0,0,0,3,0,0,16,0.0,549,9:59,belakwa01
658,Wade Brookbank,28,VAN,D,32,1,2,3,3,81,0.8,1,0,0,0,2,0,0,10,10.0,158,4:56,brookwa01
659,Lee Goren,28,VAN,RW,28,1,2,3,-6,30,-0.2,1,0,0,1,2,0,0,37,2.7,207,7:25,gorenle01
660,Mike Green,20,WSH,D,22,1,2,3,-8,18,0.0,1,0,0,0,1,1,0,13,7.7,328,14:54,greenmi03
661,Shane Hnidy,30,ATL,D,66,0,3,3,1,33,0.7,0,0,0,0,3,0,0,50,0.0,675,10:14,hnidysh01
662,Krys Kolanos,24,TOT,C,15,2,1,3,1,4,0.3,1,1,0,0,1,0,0,22,9.1,149,9:57,kolankr01
663,Maxim Kondratiev,23,NYR,D,29,1,2,3,-2,22,0.8,0,1,0,0,2,0,0,16,6.3,472,16:17,kondrma01
664,Andrei Kostitsyn,20,MTL,RW,12,2,1,3,1,2,0.4,2,0,0,0,1,0,0,9,22.2,90,7:32,kostian01
665,Bryan Marchment,36,CGY,D,37,1,2,3,8,75,1.8,1,0,0,0,2,0,0,16,6.3,485,13:07,marchbr02
666,Norm Milley,25,TBL,RW,14,2,1,3,-2,4,0.2,1,1,0,0,1,0,0,12,16.7,100,7:09,milleno01
667,Jiří Novotný,22,BUF,C,14,2,1,3,-5,0,0.0,1,0,1,0,1,0,0,15,13.3,171,12:15,novotji01
668,Daniel Paille,21,BUF,LW,14,1,2,3,5,2,0.3,1,0,0,0,2,0,0,15,6.7,145,10:24,paillda01
669,Nathan Perrott,29,TOT,RW,26,2,1,3,-3,56,0.1,2,0,0,1,1,0,0,19,10.5,143,5:30,perrona01
670,Jamie Pushor,32,CBJ,D,4,1,2,3,1,0,0.6,1,0,0,0,2,0,0,2,50.0,73,18:13,pushoja01
671,Andy Roach,32,STL,D,5,1,2,3,0,10,0.5,0,1,0,0,0,2,0,2,50.0,72,14:20,roachan01
672,André Roy,30,PIT,LW,42,2,1,3,-3,116,0.0,2,0,0,1,1,0,0,11,18.2,212,5:03,royan01
673,Todd Simpson,32,TOT,D,51,0,3,3,-2,130,0.9,0,0,0,0,3,0,0,31,0.0,685,13:25,simpsto01
674,Anthony Stewart,21,FLA,C,10,2,1,3,2,2,0.4,1,1,0,0,1,0,0,16,12.5,72,7:13,stewaan01
675,Bill Thomas,22,PHX,RW,9,1,2,3,-2,8,0.1,0,1,0,0,2,0,0,15,6.7,122,13:30,thomabi01
676,Ramzi Abid,25,ATL,LW,6,0,2,2,1,6,0.1,0,0,0,0,2,0,0,6,0.0,49,8:10,abidra01
677,Tyler Bouck,26,VAN,RW,12,1,1,2,0,21,0.2,1,0,0,0,1,0,0,6,16.7,76,6:22,bouckty01
678,Eric Cairns,31,TOT,D,50,1,1,2,1,124,0.6,1,0,0,0,1,0,0,19,5.3,327,6:33,cairner01
679,Ryane Clowe,23,SJS,RW,18,0,2,2,-2,9,-0.2,0,0,0,0,2,0,0,14,0.0,174,9:40,clowery01
680,Rob Collins,27,NYI,C,8,1,1,2,1,0,0.2,0,1,0,0,1,0,0,8,12.5,52,6:27,colliro01
681,Jeremy Colliton,21,NYI,C,19,1,1,2,2,6,0.2,1,0,0,0,1,0,0,9,11.1,120,6:18,collije01
682,Shane Endicott,24,PIT,C,41,1,1,2,-9,43,-1.0,0,0,1,0,1,0,0,44,2.3,480,11:43,endicsh01
683,Jim Fahey,26,SJS,D,21,0,2,2,-11,14,-0.4,0,0,0,0,2,0,0,22,0.0,266,12:39,faheyji01
684,Tomáš Fleischmann,21,WSH,C,14,0,2,2,-7,0,-0.3,0,0,0,0,1,1,0,11,0.0,95,6:45,fleisto01
685,Matt Greene,22,EDM,D,27,0,2,2,-6,43,0.1,0,0,0,0,2,0,0,10,0.0,303,11:13,greenma01
686,Jarkko Immonen,23,NYR,C,6,2,0,2,-1,0,0.2,1,1,0,0,0,0,0,8,25.0,62,10:15,immonja01
687,Matt Jones,22,PHX,D,16,0,2,2,-2,14,0.2,0,0,0,0,2,0,0,10,0.0,185,11:35,jonesma01
688,Donald MacLean,29,DET,C,3,1,1,2,2,0,0.3,0,1,0,1,1,0,0,3,33.3,38,12:45,macledo01
689,Steve Martins,33,OTT,C,4,1,1,2,2,0,0.3,1,0,0,0,1,0,0,6,16.7,31,7:50,martist02
690,Ian Moran,33,BOS,D,12,1,1,2,0,10,0.5,1,0,0,0,1,0,0,7,14.3,173,14:25,morania01
691,Jason Morgan,29,CHI,C,7,1,1,2,1,6,0.2,1,0,0,0,1,0,0,6,16.7,71,10:06,morgaja01
692,Rem Murray,33,EDM,C,9,1,1,2,1,2,0.2,1,0,0,0,1,0,0,6,16.7,70,7:49,murrare01
693,Petteri Nokelainen,20,NYI,C,15,1,1,2,-1,4,0.0,1,0,0,1,1,0,0,13,7.7,117,7:47,nokelpe01
694,Joel Perrault,22,PHX,C,5,1,1,2,0,2,0.2,1,0,0,0,1,0,0,7,14.3,57,11:29,perrajo01
695,Tuomas Pihlman,23,NJD,LW,11,1,1,2,-1,10,0.1,1,0,0,0,1,0,0,14,7.1,111,10:04,pihlmtu01
696,Thomas Pöck,24,NYR,D,8,1,1,2,-3,4,0.2,1,0,0,0,1,0,0,15,6.7,121,15:10,pockth01
697,Richie Regehr,23,CGY,D,14,0,2,2,0,6,0.5,0,0,0,0,2,0,0,12,0.0,159,11:21,regehri01
698,Peter Sejna,26,STL,LW,6,1,1,2,1,4,0.2,1,0,0,0,1,0,0,9,11.1,70,11:43,sejnape01
699,Mark Stuart,21,BOS,D,17,1,1,2,-1,10,0.5,1,0,0,0,1,0,0,9,11.1,302,17:46,stuarma01
700,Barry Tallackson,22,NJD,RW,10,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,11,9.1,81,8:04,tallaba01
701,Matt Walker,25,STL,D,54,0,2,2,-7,79,0.9,0,0,0,0,2,0,0,59,0.0,770,14:15,walkema01
702,Jeff Woywitka,22,STL,D,26,0,2,2,-12,25,-0.3,0,0,0,0,2,0,0,23,0.0,277,10:38,woywije01
703,Greg Zanon,25,NSH,D,4,0,2,2,0,6,0.3,0,0,0,0,1,0,1,3,0.0,69,17:19,zanongr01
704,Jamie Allison,30,TOT,D,27,0,1,1,-6,56,-0.1,0,0,0,0,1,0,0,7,0.0,243,8:59,allisja01
705,Keith Aucoin,27,CAR,C,7,0,1,1,-4,4,-0.1,0,0,0,0,1,0,0,3,0.0,37,5:19,aucoike01
706,Jozef Balej,23,VAN,RW,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,8,7:56,balejjo01
707,Michal Barinka,21,CHI,D,25,0,1,1,-7,20,-0.1,0,0,0,0,1,0,0,19,0.0,366,14:38,barinmi01
708,Kip Brennan,25,MDA,LW,12,0,1,1,-2,35,-0.1,0,0,0,0,1,0,0,5,0.0,51,4:16,brennki01
709,Mike Brown,26,CHI,LW,2,0,1,1,0,9,0.1,0,0,0,0,1,0,0,1,0.0,12,5:52,brownmi01
710,Matt Carkner,25,SJS,D,1,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,6,6:01,carknma01
711,Braydon Coburn,20,ATL,D,9,0,1,1,-2,4,0.0,0,0,0,0,0,1,0,4,0.0,69,7:43,coburbr01
712,Chris Dingman,29,TBL,LW,34,0,1,1,-10,22,-0.6,0,0,0,0,1,0,0,24,0.0,187,5:29,dingmch01
713,John Erskine,25,TOT,D,60,1,0,1,-15,161,-0.1,1,0,0,0,0,0,0,32,3.1,783,13:03,erskijo01
714,Jonathan Ferland,22,MTL,RW,7,1,0,1,-2,2,0.0,1,0,0,0,0,0,0,9,11.1,46,6:37,ferlajo01
715,Valtteri Filppula,21,DET,C,4,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,29,7:19,filppva01
716,Steve Gainey,27,PHX,LW,20,0,1,1,-3,20,-0.3,0,0,0,0,1,0,0,11,0.0,165,8:14,gainest01
717,Mark Giordano,22,CGY,D,7,0,1,1,2,8,0.4,0,0,0,0,0,1,0,5,0.0,85,12:05,giordma01
718,Rob Globke,23,FLA,RW,18,1,0,1,0,6,-0.1,1,0,0,0,0,0,0,18,5.6,131,7:17,globkro01
719,Boyd Gordon,22,WSH,RW,25,0,1,1,-4,4,-0.6,0,0,0,0,1,0,0,12,0.0,292,11:40,gordobo01
720,David Gove,27,CAR,C,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,0,,7,7:12,goveda01
721,Josh Gratton,23,TOT,LW,14,1,0,1,-3,44,-0.1,1,0,0,0,0,0,0,17,5.9,103,7:21,grattjo01
722,Denis Hamel,28,OTT,LW,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,9,11.1,37,9:10,hamelde01
723,Jay Harrison,23,TOR,D,8,0,1,1,5,2,0.6,0,0,0,0,1,0,0,7,0.0,151,18:50,harrija01
724,Timo Helbling,24,TBL,D,9,0,1,1,-3,6,0.0,0,0,0,0,1,0,0,2,0.0,93,10:19,helblti01
725,Brett Hull*,41,PHX,RW,5,0,1,1,-3,0,-0.1,0,0,0,0,0,1,0,8,0.0,69,13:45,hullbr01
726,Matt Hussey,26,PIT,C,13,0,1,1,-5,0,-0.4,0,0,0,0,1,0,0,17,0.0,134,10:17,hussema01
727,Greg Jacina,23,FLA,C,11,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,10,0.0,64,5:50,jacingr01
728,Boyd Kane,27,WSH,LW,5,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,20,4:04,kanebo01
729,Petr Kanko,21,LAK,RW,10,1,0,1,1,0,0.1,1,0,0,0,0,0,0,7,14.3,47,4:42,kankope01
730,Staffan Kronwall,23,TOR,D,34,0,1,1,-3,14,0.3,0,0,0,0,1,0,0,18,0.0,440,12:57,kronwst01
731,Darren Langdon,35,NJD,LW,14,0,1,1,-3,22,-0.1,0,0,0,0,1,0,0,2,0.0,46,3:17,langdda01
732,Yanick Lehoux,23,PHX,C,3,1,0,1,1,2,0.2,1,0,0,0,0,0,0,5,20.0,29,9:50,lehouya01
733,Junior Lessard,25,DAL,RW,5,1,0,1,0,12,0.1,1,0,0,0,0,0,0,6,16.7,37,7:23,lessaju01
734,Derek MacKenzie,24,ATL,C,11,0,1,1,0,8,0.0,0,0,0,0,1,0,0,11,0.0,72,6:33,mackede01
735,Branislav Mezei,25,FLA,D,16,0,1,1,3,37,0.5,0,0,0,0,1,0,0,13,0.0,308,19:17,mezeibr01
736,Tomáš Mojžíš,23,VAN,D,7,0,1,1,2,12,0.3,0,0,0,0,1,0,0,7,0.0,98,13:57,mojzito01
737,Douglas Murray,25,SJS,D,34,0,1,1,3,27,0.8,0,0,0,0,1,0,0,21,0.0,472,13:53,murrado01
738,Lyle Odelein,37,PIT,D,27,0,1,1,-10,50,-0.4,0,0,0,0,1,0,0,17,0.0,438,16:13,odelely01
739,Colton Orr,23,TOT,RW,35,0,1,1,1,71,0.0,0,0,0,0,1,0,0,1,0.0,101,2:53,orrco01
740,Nathan Paetsch,22,BUF,D,1,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,0,,16,15:38,paetsna01
741,Scott Parker,28,SJS,LW,10,1,0,1,3,38,0.2,1,0,0,0,0,0,0,6,16.7,56,5:39,parkesc01
742,Ryan Potulny,21,PHI,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,12,6:09,potulry01
743,Marc Pouliot,20,EDM,C,8,1,0,1,1,0,0.1,1,0,0,0,0,0,0,5,20.0,68,8:30,poulima01
744,Konstantin Pushkarev,20,LAK,RW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,10,9:33,pushkko01
745,Ryan Ready,27,PHI,LW,7,0,1,1,0,0,0.0,0,0,0,0,1,0,0,9,0.0,57,8:08,readyry01
746,Darren Reid,22,TBL,RW,7,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,3,0.0,40,5:41,reidda03
747,Danny Richmond,21,TOT,D,20,0,1,1,-6,25,-0.2,0,0,0,0,1,0,0,13,0.0,226,11:18,richmda01
748,Allan Rourke,25,NYI,D,6,0,1,1,1,0,0.3,0,0,0,0,1,0,0,2,0.0,103,17:15,rourkal01
749,Matt Ryan,22,LAK,C,12,0,1,1,-4,2,-0.2,0,0,0,0,1,0,0,8,0.0,73,6:07,ryanma01
750,Rick Rypien,21,VAN,C,5,1,0,1,1,4,0.2,1,0,0,0,0,0,0,6,16.7,32,6:19,rypieri01
751,Matthew Spiller,22,PHX,D,8,0,1,1,-1,13,0.1,0,0,0,0,1,0,0,3,0.0,84,10:30,spillma01
752,Bruno St. Jacques,25,MDA,D,1,1,0,1,1,0,0.3,1,0,0,0,0,0,0,2,50.0,14,13:53,stjacbr01
753,Alexander Suglobov,24,TOT,RW,3,1,0,1,-3,0,0.0,0,1,0,0,0,0,0,5,20.0,36,11:59,sugloal01
754,Nick Tarnasky,21,TBL,C,12,0,1,1,-3,4,-0.1,0,0,0,0,1,0,0,9,0.0,56,4:40,tarnani01
755,Chris Thorburn,22,BUF,C,2,0,1,1,-1,7,0.0,0,0,0,0,1,0,0,1,0.0,14,6:52,thorbch01
756,Ryan VandenBussche,32,PIT,RW,20,1,0,1,0,42,0.0,1,0,0,0,0,0,0,5,20.0,87,4:20,vandery01
757,Erik Westrum,26,MIN,C,10,0,1,1,-1,2,-0.1,0,0,0,0,0,1,0,16,0.0,108,10:48,westrer01
758,Jeremy Williams,22,TOR,C,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100.0,10,9:31,willije01
759,Brad Winchester,24,EDM,LW,19,0,1,1,-2,21,-0.2,0,0,0,0,1,0,0,19,0.0,116,6:05,winchbr01
760,Chad Wiseman,24,NYR,LW,1,0,1,1,2,4,0.2,0,0,0,0,1,0,0,1,0.0,9,8:47,wisemch01
761,Andy Wozniewski,25,TOR,D,13,0,1,1,-8,13,-0.3,0,0,0,0,1,0,0,6,0.0,233,17:55,woznian01
762,Mike Zigomanis,25,TOT,C,23,1,0,1,1,4,-0.2,1,0,0,0,0,0,0,17,5.9,213,9:16,zigommi01
763,Cam Barker,19,CHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:02,barkeca01
764,Scott Barney,26,ATL,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,20,6:45,barnesc01
765,Ken Belanger,31,LAK,LW,5,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,0,,18,3:39,belanke01
766,Brendan Bell,22,TOR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,14,14:00,bellbr02
767,Zdeněk Blatný,25,BOS,LW,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,26,5:08,blatnzd01
768,Jesse Boulerice,27,TOT,RW,38,0,0,0,-7,64,-0.4,0,0,0,0,0,0,0,5,0.0,97,2:33,bouleje01
769,Pavel Brendl,24,PHX,RW,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,18,8:54,brendpa01
770,Kyle Brodziak,21,EDM,C,10,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,7,0.0,110,11:02,brodzky01
