Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
24,Zach Hyman,30,EDM,LW,79,36,47,83,13,39,8.9,21,15,0,3,36,11,0,276,13.0,1592,20:09,19,77,6,6,50.0,hymanza01
25,Evgeni Malkin,36,PIT,C,82,27,56,83,-12,82,7.6,16,11,0,3,31,25,0,240,11.3,1524,18:35,33,53,422,434,49.3,malkiev01
26,Brady Tkachuk,23,OTT,LW,82,35,48,83,-10,126,8.9,24,11,0,6,30,18,0,347,10.1,1528,18:38,9,242,370,395,48.4,tkachbr01
27,J.T. Miller,29,VAN,C,81,32,50,82,-7,60,7.5,16,11,5,3,27,19,4,223,14.3,1675,20:41,51,200,487,399,55.0,millejt01
28,Jeff Skinner,30,BUF,LW,79,35,47,82,15,39,9.3,27,8,0,3,34,13,0,242,14.5,1374,17:24,14,21,142,158,47.3,skinnje01
29,Kyle Connor,26,WPG,LW,82,31,49,80,-11,20,7.5,23,8,0,8,28,21,0,273,11.4,1683,20:32,24,43,2,5,28.6,connoky01
30,Nico Hischier,24,NJD,C,81,31,49,80,33,10,9.2,21,7,3,9,36,12,1,256,12.1,1562,19:17,61,34,891,763,53.9,hischni01
31,John Tavares,32,TOR,C,80,36,44,80,-7,34,8.5,18,18,0,9,23,21,0,277,13.0,1413,17:39,36,112,726,519,58.3,tavarjo01
32,Claude Giroux,35,OTT,C,82,35,44,79,4,34,9.0,28,7,0,6,26,17,1,214,16.4,1541,18:48,30,75,712,509,58.3,giroucl01
33,Dylan Larkin,26,DET,C,80,32,47,79,-7,45,8.0,15,16,1,5,32,15,0,244,13.1,1564,19:33,27,47,737,618,54.4,larkidy01
34,Alex Tuch,26,BUF,RW,74,36,43,79,14,20,9.0,27,8,1,9,31,12,0,218,16.5,1417,19:09,46,54,32,43,42.7,tuchal01
35,Aleksander Barkov,27,FLA,C,68,23,55,78,10,8,7.3,14,8,1,6,32,22,1,208,11.1,1443,21:13,48,52,731,601,54.9,barkoal01
36,Jamie Benn,33,DAL,LW,82,33,45,78,23,34,9.5,18,13,2,4,27,17,1,190,17.4,1294,15:47,38,97,520,345,60.1,bennja01
37,Joe Pavelski,38,DAL,C,82,28,49,77,42,8,9.3,15,13,0,2,34,14,1,184,15.2,1453,17:43,64,93,368,321,53.4,paveljo01
38,Quinn Hughes,23,VAN,D,78,7,69,76,15,34,10.2,5,2,0,0,36,32,1,154,4.5,2002,25:40,71,29,0,0,,hughequ01
39,Josh Morrissey,27,WPG,D,78,16,60,76,2,41,11.3,14,2,0,6,34,26,0,172,9.3,1890,24:14,119,89,0,0,,morrijo04
40,Roope Hintz,26,DAL,LW,73,37,38,75,31,30,9.9,25,9,3,5,26,12,0,184,20.1,1282,17:33,45,47,249,230,52.0,hintzro01
41,Kirill Kaprizov,25,MIN,LW,67,40,35,75,4,45,9.2,23,17,0,6,20,15,0,261,15.3,1415,21:07,28,66,2,3,40.0,kapriki01
42,Brock Nelson,31,NYI,C,82,36,39,75,13,24,9.1,30,6,0,8,28,11,0,222,16.2,1512,18:26,43,50,490,547,47.3,nelsobr01
43,Alex Ovechkin,37,WSH,LW,73,42,33,75,-16,48,8.5,28,14,0,3,22,11,0,294,14.3,1475,20:12,23,188,4,5,44.4,ovechal01
44,Johnny Gaudreau,29,CBJ,LW,80,21,53,74,-33,22,5.7,18,3,0,4,32,21,0,220,9.5,1553,19:25,18,5,0,0,,gaudrjo01
45,Dougie Hamilton,29,NJD,D,82,22,52,74,23,50,12.1,14,8,0,7,32,20,0,275,8.0,1786,21:46,86,64,0,0,,hamildo01
46,Anže Kopitar,35,LAK,C,82,28,46,74,20,4,7.6,21,7,0,4,32,13,1,169,16.6,1665,20:18,87,68,899,709,55.9,kopitan01
47,Andrei Kuzmenko,26,VAN,F,81,39,35,74,9,8,8.6,25,14,0,4,30,5,0,143,27.3,1316,16:15,18,13,0,1,0.0,kuzmean01
48,Jesper Bratt,24,NJD,W,82,32,41,73,14,6,8.1,24,8,0,3,27,14,0,212,15.1,1424,17:22,23,24,0,0,,brattje01
49,Rasmus Dahlin,22,BUF,D,78,15,58,73,12,92,10.2,9,6,0,2,32,26,0,204,7.4,2012,25:48,132,105,0,0,,dahlira01
50,Jake Guentzel,28,PIT,C,78,36,37,73,2,46,7.9,25,11,0,6,25,12,0,244,14.8,1569,20:07,46,83,8,8,50.0,guentja01
51,Miro Heiskanen,23,DAL,D,79,11,62,73,12,32,11.1,9,2,0,2,29,32,1,206,5.3,2014,25:29,96,49,0,0,,heiskmi01
52,Jordan Kyrou,24,STL,C,79,37,36,73,-38,22,6.7,26,11,0,5,23,12,1,272,13.6,1422,18:00,35,14,5,9,35.7,kyroujo01
53,Brandon Montour,28,FLA,D,80,16,57,73,9,107,9.9,13,3,0,5,27,30,0,242,6.6,1930,24:08,93,92,0,0,,montobr01
54,Tyler Toffoli,30,CGY,C,82,34,39,73,16,28,8.6,24,10,0,4,24,15,0,268,12.7,1362,16:37,14,59,7,5,58.3,toffoty01
55,Carter Verhaeghe,27,FLA,C,81,42,31,73,10,46,8.7,35,7,0,2,25,6,0,275,15.3,1418,17:30,31,29,20,21,48.8,verhaca01
56,Kevin Fiala,26,LAK,LW,69,23,49,72,2,52,7.1,16,7,0,2,32,17,0,208,11.1,1214,17:36,18,53,8,8,50.0,fialake01
57,Adam Fox,24,NYR,D,82,12,60,72,28,34,11.9,11,1,0,5,29,28,3,159,7.5,1999,24:23,125,25,0,0,,foxad01
58,Martin Nečas,24,CAR,C,82,28,43,71,5,32,7.6,19,9,0,5,25,17,1,240,11.7,1510,18:25,21,57,188,229,45.1,necasma01
59,Bo Horvat,27,TOT,C,79,38,32,70,-1,18,7.5,22,12,4,5,21,10,1,229,16.6,1632,20:39,55,57,958,727,56.9,horvabo01
60,Jared McCann,26,SEA,C,79,40,30,70,18,14,8.9,30,7,3,3,21,9,0,210,19.0,1291,16:20,28,65,26,52,33.3,mccanja01
61,Dylan Cozens,21,BUF,C,81,31,37,68,-3,41,7.0,24,5,2,1,23,13,1,211,14.7,1336,16:30,30,55,567,607,48.3,cozendy01
62,Mark Scheifele,29,WPG,C,81,42,26,68,-16,43,7.3,30,12,0,10,16,10,0,206,20.4,1659,20:29,38,50,579,628,48.0,scheima01
63,Sebastian Aho,25,CAR,F,75,36,31,67,8,42,8.2,26,7,3,9,22,8,1,218,16.5,1462,19:30,21,59,531,503,51.4,ahose01
64,Pavel Buchnevich,27,STL,LW,63,26,41,67,14,36,7.3,18,8,0,2,26,13,2,123,21.1,1226,19:27,23,54,64,150,29.9,buchnpa01
65,Logan Couture,33,SJS,C,82,27,40,67,-30,19,5.5,21,5,1,4,25,15,0,198,13.6,1569,19:08,70,128,640,709,47.4,coutulo01
66,Adrian Kempe,26,LAK,LW,82,41,26,67,22,55,8.5,27,11,3,6,17,9,0,250,16.4,1538,18:45,32,119,16,35,31.4,kempead01
67,Brad Marchand,34,BOS,LW,73,21,46,67,27,74,7.0,12,9,0,4,25,20,1,183,11.5,1353,18:32,22,81,22,35,38.6,marchbr03
68,Sam Reinhart,27,FLA,C,82,31,36,67,-12,12,5.9,15,16,0,5,22,11,3,227,13.7,1622,19:47,49,58,236,230,50.6,reinhsa01
69,Mats Zuccarello,35,MIN,LW,78,22,45,67,-3,26,6.2,13,9,0,3,25,20,0,198,11.1,1575,20:12,51,51,24,36,40.0,zuccama01
70,Alex DeBrincat,25,OTT,RW,82,27,39,66,-31,45,5.6,16,11,0,6,20,19,0,263,10.3,1559,19:00,38,109,10,9,52.6,debrial01
71,Jack Eichel,26,VEG,C,67,27,39,66,26,6,7.8,25,2,0,2,26,12,1,223,12.1,1257,18:46,56,59,359,434,45.3,eicheja01
72,Cale Makar,24,COL,D,60,17,49,66,16,30,10.5,12,5,0,6,24,25,0,176,9.7,1583,26:23,78,65,0,0,,makarca01
73,Timo Meier,26,TOT,RW,78,40,26,66,-19,43,7.1,23,17,0,5,20,6,0,327,12.2,1512,19:23,37,154,21,36,36.8,meierti01
74,Nick Suzuki,23,MTL,C,82,26,40,66,-13,33,5.4,16,7,3,2,30,10,0,162,16.0,1730,21:06,56,50,663,738,47.3,suzukni01
75,Brayden Schenn,31,STL,C,82,21,44,65,-27,50,4.7,15,6,0,3,35,9,0,144,14.6,1511,18:26,41,140,472,542,46.5,schenbr01
76,Chandler Stephenson,28,VEG,C,81,16,49,65,12,26,5.6,9,6,1,5,38,9,2,120,13.3,1540,19:01,56,74,675,487,58.1,stephch02
77,Dylan Strome,25,WSH,C,81,23,42,65,-4,24,6.3,20,3,0,2,24,18,0,154,14.9,1352,16:41,43,20,528,554,48.8,stromdy01
78,Robert Thomas,23,STL,C,73,18,47,65,-8,22,5.2,12,5,1,2,30,17,0,106,17.0,1412,19:21,29,15,646,575,52.9,thomaro01
79,Trevor Zegras,21,ANA,C,81,23,42,65,-24,88,5.0,19,4,0,3,29,13,0,184,12.5,1525,18:50,29,46,237,336,41.4,zegratr01
80,Vince Dunn,26,SEA,D,81,14,50,64,28,55,10.4,14,0,0,2,35,15,0,149,9.4,1917,23:40,80,115,0,0,,dunnvi02
81,Brandon Hagel,24,TBL,LW,81,30,34,64,23,54,7.2,22,7,1,3,26,6,2,178,16.9,1510,18:39,58,68,23,58,28.4,hagelbr01
82,Alex Killorn,33,TBL,C,82,27,37,64,18,45,6.9,23,3,1,5,27,9,1,143,18.9,1411,17:13,31,61,1,1,50.0,killoal01
83,Elias Lindholm,28,CGY,C,80,22,42,64,6,14,6.0,11,10,1,2,29,11,2,186,11.8,1492,18:39,50,98,857,681,55.7,lindhel01
84,Mikhail Sergachev,24,TBL,D,79,10,54,64,13,53,9.3,7,3,0,2,29,24,1,156,6.4,1881,23:49,149,128,0,0,,sergami01
85,Vincent Trocheck,29,NYR,C,82,22,42,64,3,58,5.7,13,9,0,3,34,8,0,225,9.8,1584,19:19,44,182,721,565,56.1,trochvi01
86,Matt Boldy,21,MIN,LW,81,31,32,63,1,39,6.9,23,8,0,5,14,18,0,255,12.2,1498,18:30,26,65,77,64,54.6,boldyma01
87,Pierre-Luc Dubois,24,WPG,LW,73,27,36,63,5,77,6.6,16,11,0,1,24,12,0,205,13.2,1347,18:27,47,71,483,505,48.9,duboipi01
88,Jordan Eberle,32,SEA,RW,82,20,43,63,6,34,5.7,17,3,0,4,31,12,0,177,11.3,1368,16:41,25,44,34,43,44.2,eberljo01
89,Tomáš Hertl,29,SJS,C,79,22,41,63,-36,42,4.5,16,6,0,1,25,16,0,183,12.0,1523,19:17,57,91,792,653,54.8,hertlto01
90,Drake Batherson,24,OTT,C,82,22,40,62,-35,33,4.7,8,14,0,2,25,15,0,249,8.8,1526,18:36,35,115,13,25,34.2,bathedr01
91,Brent Burns,37,CAR,D,82,18,43,61,19,44,11.4,14,4,0,2,24,19,0,255,7.1,1904,23:13,86,40,1,0,100.0,burnsbr01
92,Joel Eriksson Ek,26,MIN,C,78,23,38,61,4,44,6.1,9,12,2,1,26,11,1,247,9.3,1482,19:00,55,119,684,702,49.4,eriksjo02
93,Travis Konecny,25,PHI,C,60,31,30,61,-12,77,6.6,23,5,3,5,17,10,3,191,16.2,1207,20:07,38,55,28,32,46.7,konectr01
94,Troy Terry,25,ANA,C,70,23,38,61,-8,22,5.5,18,5,0,3,31,7,0,188,12.2,1356,19:22,23,12,2,0,100.0,terrytr01
95,Rickard Rakell,29,PIT,RW,82,28,32,60,-5,16,5.7,17,11,0,2,22,10,0,243,11.5,1512,18:26,53,141,10,11,47.6,rakelri01
96,Viktor Arvidsson,29,LAK,LW,77,26,33,59,-4,24,5.7,15,10,1,2,18,15,0,228,11.4,1316,17:06,48,25,27,40,40.3,arvidvi01
97,Roman Josi,32,NSH,D,67,18,41,59,5,36,9.9,10,8,0,5,25,16,0,269,6.7,1686,25:10,146,51,0,0,,josiro01
98,Casey Mittelstadt,24,BUF,C,82,15,44,59,-8,22,4.4,10,4,1,2,32,12,0,135,11.1,1290,15:44,16,30,338,398,45.9,mitteca01
99,Patrice Bergeron,37,BOS,C,78,27,31,58,35,22,7.0,16,9,2,7,21,10,0,249,10.8,1357,17:24,54,66,1043,663,61.1,bergepa01
100,Nick Schmaltz,26,ARI,C,63,22,36,58,4,20,5.6,16,6,0,2,29,6,1,132,16.7,1242,19:43,28,12,40,60,40.0,schmani01
101,Matthew Beniers,20,SEA,C,80,24,33,57,14,2,5.8,20,4,0,4,26,6,1,148,16.2,1367,17:06,48,79,409,560,42.2,beniema01
102,Patrick Kane,34,TOT,RW,73,21,36,57,-22,16,4.8,17,4,0,1,18,18,0,227,9.3,1410,19:19,19,13,1,1,50.0,kanepa01
103,Jonathan Marchessault,32,VEG,C,76,28,29,57,2,21,6.1,19,9,0,4,22,7,0,234,12.0,1303,17:08,17,76,21,35,37.5,audymjo01
104,Pavel Zacha,25,BOS,C,82,21,36,57,26,16,6.1,18,3,0,3,30,5,1,131,16.0,1317,16:03,21,67,134,162,45.3,zachapa01
105,Mikael Backlund,33,CGY,C,82,19,37,56,24,36,5.6,13,5,1,2,27,7,3,260,7.3,1489,18:10,31,97,705,681,50.9,backlmi01
106,Max Domi,27,TOT,LW,80,20,36,56,-15,82,4.9,12,8,0,4,25,11,0,179,11.2,1422,17:46,24,22,510,440,53.7,domima01
107,Matt Duchene,32,NSH,C,71,22,34,56,4,32,5.7,17,5,0,3,26,8,0,168,13.1,1301,18:19,32,27,137,122,52.9,duchema01
108,Nazem Kadri,32,CGY,C,82,24,32,56,-19,56,4.7,13,11,0,4,24,8,0,267,9.0,1411,17:13,31,99,586,648,47.5,kadrina01
109,David Krejčí,36,BOS,C,70,16,40,56,23,20,5.6,12,4,0,2,32,8,0,112,14.3,1204,17:12,38,41,351,389,47.4,krejcda01
110,Dawson Mercer,21,NJD,C,82,27,29,56,22,14,6.4,24,2,1,6,20,8,1,161,16.8,1358,16:34,63,36,70,95,42.4,merceda01
111,David Perron,34,DET,LW,82,24,32,56,-7,52,5.3,18,6,0,3,16,16,0,195,12.3,1387,16:55,24,107,2,9,18.2,perroda01
112,Reilly Smith,31,VEG,RW,78,26,30,56,11,16,6.1,16,6,4,4,26,4,0,180,14.4,1324,16:58,32,69,4,3,57.1,smithre01
113,Tyson Barrie,31,TOT,D,85,13,42,55,-7,36,7.0,9,4,0,1,14,27,1,163,8.0,1681,19:47,90,55,0,0,,barrity01
114,Brock Boeser,25,VAN,RW,74,18,37,55,-20,24,3.9,12,6,0,3,27,10,0,178,10.1,1276,17:14,32,49,22,35,38.6,boesebr01
115,Jonathan Huberdeau,29,CGY,LW,79,15,40,55,2,36,4.6,11,4,0,1,29,11,0,126,11.9,1332,16:52,27,65,5,10,33.3,huberjo01
116,Evgeny Kuznetsov,30,WSH,C,81,12,43,55,-26,56,3.3,7,5,0,2,30,13,0,172,7.0,1463,18:04,29,43,508,561,47.5,kuzneev01
117,Andrei Svechnikov,22,CAR,RW,64,23,32,55,6,71,6.1,18,5,0,4,21,11,0,205,11.2,1155,18:03,17,140,4,5,44.4,svechan01
118,Blake Wheeler,36,WPG,RW,72,16,39,55,-3,46,4.8,9,7,0,6,31,8,0,126,12.7,1227,17:03,35,54,65,61,51.6,wheelbl01
119,Phillip Danault,29,LAK,C,82,18,36,54,-8,63,4.0,15,3,0,1,17,17,2,152,11.8,1503,18:20,75,81,692,581,54.4,danauph01
120,Kevin Hayes,30,PHI,RW,81,18,36,54,-22,23,4.0,12,6,0,1,26,10,0,209,8.6,1423,17:34,22,52,334,342,49.4,hayeske01
121,Chris Kreider,31,NYR,LW,79,36,18,54,21,26,7.0,24,8,4,3,9,9,0,229,15.7,1455,18:25,24,128,38,46,45.2,kreidch01
122,Alex Pietrangelo,33,VEG,D,73,11,43,54,13,16,8.6,10,1,0,3,28,13,2,170,6.5,1751,23:59,177,65,1,0,100.0,pietral01
123,William Karlsson,30,VEG,C,82,14,39,53,14,10,4.5,10,2,2,2,29,7,3,161,8.7,1432,17:28,50,50,632,510,55.3,karlswi01
124,Hampus Lindholm,29,BOS,D,80,10,43,53,49,56,10.9,9,1,0,2,27,16,0,158,6.3,1855,23:11,100,78,0,0,,lindhha01
125,J.T. Compher,27,COL,LW,82,17,35,52,8,33,4.1,12,5,0,3,26,9,0,154,11.0,1684,20:32,82,37,813,852,48.8,comphj.01
126,Drew Doughty,33,LAK,D,81,9,43,52,12,34,8.5,5,4,0,2,20,23,0,145,6.2,2125,26:14,104,115,0,0,,doughdr01
127,Patrik Laine,24,CBJ,RW,55,22,30,52,-12,16,5.2,14,8,0,1,22,8,0,184,12.0,1052,19:07,27,27,28,52,35.0,lainepa01
128,Charlie McAvoy,25,BOS,D,67,7,45,52,29,54,8.8,5,2,0,2,28,17,0,105,6.7,1494,22:18,131,84,0,0,,mcavoch01
129,Mathew Barzal,25,NYI,C,58,14,37,51,5,22,4.9,10,4,0,5,22,15,0,139,10.1,1086,18:43,34,25,104,188,35.6,barzama01
130,Artturi Lehkonen,27,COL,LW,64,21,30,51,8,28,5.0,12,8,1,3,18,12,0,150,14.0,1309,20:27,43,93,4,19,17.4,lehkoar01
131,Jake DeBrusk,26,BOS,LW,64,27,23,50,26,16,6.4,21,6,0,6,14,8,1,191,14.1,1074,16:47,22,85,4,11,26.7,debruja01
132,Justin Faulk,30,STL,D,82,11,39,50,-4,34,6.6,9,2,0,3,31,8,0,196,5.6,1917,23:23,140,112,0,0,,faulkju01
133,Anders Lee,32,NYI,LW,82,28,22,50,-3,50,5.4,22,6,0,4,14,8,0,214,13.1,1412,17:13,57,125,27,23,54.0,leean01
134,Tyler Seguin,31,DAL,C,76,21,29,50,3,24,4.9,13,7,1,3,24,4,1,189,11.1,1263,16:37,23,84,476,394,54.7,seguity01
135,Vladimir Tarasenko,31,TOT,RW,69,18,32,50,-14,8,4.1,14,3,1,1,21,11,0,169,10.7,1159,16:48,36,75,0,2,0.0,tarasvl01
136,Devon Toews,28,COL,D,80,7,43,50,39,26,10.0,6,1,0,0,37,6,0,165,4.2,2009,25:06,138,93,0,0,,toewsde01
137,Rasmus Andersson,26,CGY,D,79,11,38,49,5,26,8.0,9,1,1,4,17,20,1,159,6.9,1903,24:05,136,50,0,0,,anderra01
138,Michael Bunting,27,TOR,LW,82,23,26,49,21,103,5.5,16,7,0,4,23,3,0,174,13.2,1295,15:48,18,85,1,1,50.0,buntimi01
139,Noah Dobson,23,NYI,D,78,13,36,49,4,20,8.0,8,5,0,2,22,14,0,206,6.3,1590,20:23,104,60,0,0,,dobsono01
140,Victor Hedman,32,TBL,D,76,9,40,49,10,42,7.6,7,1,1,1,25,13,2,185,4.9,1803,23:43,136,95,0,0,,hedmavi01
141,Matias Maccelli,22,ARI,LW,64,11,38,49,0,18,4.0,10,1,0,1,26,12,0,61,18.0,1004,15:41,20,24,0,7,0.0,maccema01
142,Owen Tippett,23,PHI,RW,77,27,22,49,-17,16,4.7,19,8,0,4,18,4,0,231,11.7,1342,17:26,69,125,19,11,63.3,tippeow01
143,Cam Fowler,31,ANA,D,82,10,38,48,-23,14,5.9,6,4,0,1,28,10,0,130,7.7,1982,24:10,104,18,0,0,,fowleca01
144,Yanni Gourde,31,SEA,C,81,14,34,48,23,76,4.2,10,3,1,2,33,1,0,141,9.9,1388,17:08,54,118,483,489,49.7,gourdya01
145,Tomáš Tatar,32,NJD,LW,82,20,28,48,41,30,5.9,19,1,0,1,25,3,0,153,13.1,1240,15:07,30,65,17,26,39.5,tatarto01
146,Jason Zucker,31,PIT,LW,78,27,21,48,-4,47,5.0,25,2,0,5,14,7,0,197,13.7,1221,15:39,29,197,4,11,26.7,zuckeja01
147,Alexander Barabanov,28,SJS,F,68,15,32,47,-30,20,3.0,12,3,0,2,22,10,0,120,12.5,1228,18:03,37,40,1,2,33.3,barabal01
148,Valeri Nichushkin,27,COL,RW,53,17,30,47,15,2,4.9,6,10,1,2,22,6,2,158,10.8,1074,20:16,37,54,0,4,0.0,nichuva01
149,Morgan Frost,23,PHI,C,81,19,27,46,-12,24,3.8,18,1,0,3,23,4,0,155,12.3,1324,16:21,53,85,436,515,45.8,frostmo01
150,Conor Garland,26,VAN,RW,81,17,29,46,-5,31,3.6,15,2,0,2,19,10,0,167,10.2,1224,15:07,20,47,3,11,21.4,garlaco01
151,Marcus Johansson,32,TOT,C,80,19,27,46,3,8,4.4,12,5,2,7,14,13,0,137,13.9,1319,16:29,23,26,23,29,44.2,johanma03
152,Bryan Rust,30,PIT,RW,81,20,26,46,-4,31,3.8,18,2,0,2,16,9,1,211,9.5,1450,17:54,50,98,5,5,50.0,rustbr01
153,Daniel Sprong,25,SEA,RW,66,21,25,46,13,14,5.5,15,6,0,3,17,8,0,147,14.3,754,11:25,17,33,2,3,40.0,spronda01
154,Ivan Barbashev,27,TOT,C,82,16,29,45,1,42,3.5,14,2,0,2,25,3,1,126,12.7,1374,16:45,46,182,55,89,38.2,barbaiv01
155,Oliver Bjorkstrand,27,SEA,RW,81,20,25,45,-1,16,3.9,15,5,0,1,20,5,0,198,10.1,1266,15:37,38,63,18,41,30.5,bjorkol01
156,Filip Chytil,23,NYR,C,74,22,23,45,15,30,5.2,19,3,0,4,21,2,0,177,12.4,1087,14:41,38,36,251,380,39.8,chytifi01
157,Charlie Coyle,30,BOS,C,82,16,29,45,29,30,4.5,15,0,1,0,25,0,4,139,11.5,1393,16:59,63,68,536,483,52.6,coylech01
158,Lawson Crouse,25,ARI,LW,77,24,21,45,-3,35,4.1,18,6,0,3,19,2,0,151,15.9,1367,17:45,58,194,33,49,40.2,crousla01
159,Dillon Dubé,24,CGY,C,82,18,27,45,-6,47,3.8,15,1,2,3,24,3,0,151,11.9,1243,15:10,21,136,45,55,45.0,dubedi01
160,Boone Jenner,29,CBJ,C,68,26,19,45,-32,51,3.7,19,7,0,3,15,4,0,214,12.1,1374,20:12,70,129,758,628,54.7,jennebo01
161,Dominik Kubalík,27,DET,LW,81,20,25,45,-15,24,3.8,13,7,0,3,15,10,0,174,11.5,1208,14:55,26,89,17,18,48.6,kubaldo01
162,Lucas Raymond,20,DET,LW,74,17,28,45,-17,24,3.4,12,5,0,4,14,14,0,134,12.7,1286,17:23,20,43,5,12,29.4,raymolu01
163,Jack Roslovic,26,CBJ,C,77,11,33,44,-14,10,3.0,7,2,2,2,25,7,1,123,8.9,1266,16:27,53,42,400,489,45.0,rosloja01
164,Barrett Hayton,22,ARI,C,82,19,24,43,-5,42,3.2,15,4,0,4,17,6,1,178,10.7,1435,17:30,33,83,628,602,51.1,haytoba01
165,Jesperi Kotkaniemi,22,CAR,C,82,18,25,43,10,50,4.5,14,3,1,2,17,8,0,129,14.0,1208,14:44,21,105,360,340,51.4,kotkaje01
166,Scott Laughton,28,PHI,C,78,18,25,43,-9,50,3.4,10,5,3,0,17,4,4,170,10.6,1426,18:17,57,156,509,568,47.3,laughsc01
167,Eetu Luostarinen,24,FLA,C,82,17,26,43,19,28,4.0,15,2,0,1,22,3,1,132,12.9,1311,15:59,51,64,175,243,41.9,luostee01
168,Andrew Mangiapane,26,CGY,LW,82,17,26,43,12,40,3.9,15,2,0,1,22,2,2,182,9.3,1379,16:49,26,86,5,9,35.7,mangian01
169,Mason McTavish,20,ANA,C,80,17,26,43,-19,44,3.0,10,7,0,1,19,7,0,161,10.6,1230,15:22,37,55,307,418,42.3,mctavma01
170,K'Andre Miller,23,NYR,D,79,9,34,43,12,47,7.5,9,0,0,2,29,3,2,113,8.0,1734,21:57,105,162,0,0,,milleka01
171,Thomas Novak,25,NSH,C,51,17,26,43,5,8,4.8,12,5,0,3,19,7,0,93,18.3,747,14:39,23,9,179,223,44.5,novakth01
172,Darnell Nurse,27,EDM,D,82,12,31,43,26,64,7.6,10,0,2,4,29,1,1,203,5.9,1927,23:30,164,146,0,0,,nurseda01
