Rk,Player,Age,Tm,Pos,GP,G,A,P,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
628,Martin St. Pierre,23,CHI,C,14,1,3,4,-3,8,0.1,0,1,0,0,3,0,0,13,7.7,175,12:29,stpiema01
629,Jussi Timonen,23,PHI,D,14,0,4,4,-10,6,-0.2,0,0,0,0,4,0,0,8,0.0,199,14:11,timonju01
630,Oleg Tverdovsky,30,LAK,D,26,0,4,4,-10,10,-0.1,0,0,0,0,2,2,0,26,0.0,308,11:50,tverdol01
631,Bobby Allen,28,BOS,D,31,0,3,3,-1,10,0.7,0,0,0,0,2,0,1,14,0.0,404,13:02,allenbo01
632,Nolan Baumgartner,30,TOT,D,13,0,3,3,0,21,0.6,0,0,0,0,2,1,0,8,0.0,176,13:30,baumgno01
633,Wade Belak,30,TOR,D,65,0,3,3,-8,110,-0.2,0,0,0,0,3,0,0,16,0.0,327,5:02,belakwa01
634,Bryan Berard,29,CBJ,D,11,0,3,3,-4,8,0.3,0,0,0,0,2,1,0,22,0.0,209,18:58,berarbr01
635,Dustin Byfuglien,21,CHI,D,9,1,2,3,-2,10,0.4,1,0,0,0,0,2,0,18,5.6,156,17:18,byfugdu01
636,Chris Conner,23,DAL,RW,11,1,2,3,-3,4,0.1,1,0,0,0,2,0,0,18,5.6,124,11:15,connech01
637,Mark Eaton,29,PIT,D,35,0,3,3,-6,16,0.4,0,0,0,0,2,0,1,22,0.0,672,19:12,eatonma01
638,Alexander Edler,20,VAN,D,22,1,2,3,3,6,1.0,1,0,0,0,2,0,0,10,10.0,252,11:27,edleral01
639,Eric Fehr,21,WSH,RW,14,2,1,3,3,8,0.4,2,0,0,1,1,0,0,25,8.0,150,10:43,fehrer01
640,Mark Hartigan,29,TOT,C,12,1,2,3,1,6,0.2,0,1,0,0,0,2,0,15,6.7,129,10:46,hartima01
641,Ryan Hollweg,23,NYR,C,78,1,2,3,-11,131,-1.1,1,0,0,0,2,0,0,63,1.6,643,8:14,hollwry01
642,Kent Huskins,27,ANA,D,33,0,3,3,-3,14,0.6,0,0,0,0,2,1,0,16,0.0,464,14:04,huskike01
643,Blair Jones,20,TBL,C,20,1,2,3,0,2,0.2,1,0,0,0,2,0,0,6,16.7,115,5:46,jonesbl01
644,Jon Klemm,37,DAL,D,38,1,2,3,0,24,1.3,1,0,0,0,2,0,0,25,4.0,496,13:03,klemmjo01
645,Yanick Lehoux,24,PHX,C,7,1,2,3,-1,4,0.2,0,1,0,0,1,1,0,10,10.0,88,12:32,lehouya01
646,Mikko Lehtonen,28,NSH,D,15,1,2,3,0,8,0.6,1,0,0,0,2,0,0,14,7.1,219,14:36,lehtomi01
647,Éric Meloche,30,PHI,RW,13,1,2,3,-6,4,0.0,0,1,0,0,2,0,0,12,8.3,109,8:21,melocer01
648,Branislav Mezei,26,FLA,D,45,0,3,3,5,55,1.1,0,0,0,0,3,0,0,24,0.0,718,15:58,mezeibr01
649,Douglas Murray,26,SJS,D,35,0,3,3,0,31,0.9,0,0,0,0,2,1,0,18,0.0,377,10:46,murrado01
650,Garth Murray,24,MTL,LW,43,2,1,3,-10,32,-0.5,2,0,0,0,1,0,0,28,7.1,360,8:23,murraga01
651,Janne Niinimaa,31,MTL,D,41,0,3,3,-13,36,0.0,0,0,0,0,3,0,0,29,0.0,609,14:51,niinija01
652,Colton Orr,24,NYR,RW,53,2,1,3,-2,126,0.0,2,0,0,1,1,0,0,23,8.7,282,5:20,orrco01
653,Sandis Ozoliņš,34,NYR,D,21,0,3,3,-8,8,0.2,0,0,0,0,2,1,0,15,0.0,396,18:51,ozolisa01
654,Joel Perrault,23,TOT,C,26,1,2,3,-7,14,-0.3,1,0,0,0,2,0,0,31,3.2,264,10:08,perrajo01
655,Luke Richardson,37,TBL,D,27,0,3,3,3,16,0.7,0,0,0,0,3,0,0,3,0.0,192,7:07,richalu01
656,André Roy,31,TOT,RW,56,1,2,3,-4,128,-0.2,1,0,0,0,2,0,0,15,6.7,250,4:27,royan01
657,Jeff Schultz,20,WSH,D,38,0,3,3,5,16,1.1,0,0,0,0,3,0,0,22,0.0,692,18:13,schulje02
658,Jānis Sprukts,25,FLA,C,13,1,2,3,1,2,0.3,1,0,0,0,1,1,0,10,10.0,82,6:19,sprukja01
659,Yannick Tremblay,31,VAN,D,12,1,2,3,-6,12,0.2,0,1,0,0,0,2,0,30,3.3,153,12:44,trembya01
660,Noah Welch,24,TOT,D,24,2,1,3,4,24,1.1,2,0,0,0,1,0,0,18,11.1,335,13:57,welchno01
661,John Zeiler,24,LAK,RW,23,1,2,3,-2,22,0.0,1,0,0,0,2,0,0,12,8.3,198,8:36,zeilejo01
662,Jaroslav Balaštík,27,CBJ,LW,8,1,1,2,-3,4,0.1,0,1,0,0,1,0,0,6,16.7,65,8:10,balasja01
663,Ryan Bayda,26,CAR,LW,9,1,1,2,-1,2,0.1,1,0,0,0,1,0,0,10,10.0,78,8:41,baydary01
664,Bryan Bickell,20,CHI,LW,3,2,0,2,1,0,0.4,2,0,0,0,0,0,0,10,20.0,35,11:49,bickebr01
665,Noah Clarke,27,LAK,LW,13,2,0,2,-6,4,0.0,1,0,1,0,0,0,0,11,18.2,112,8:36,clarkno02
666,Kyle Cumiskey,20,COL,D,9,1,1,2,0,2,0.4,1,0,0,0,1,0,0,8,12.5,121,13:28,cumisky01
667,Rob Davison,26,SJS,D,22,0,2,2,-2,27,0.3,0,0,0,0,2,0,0,14,0.0,205,9:19,davisro01
668,Rico Fata,26,WSH,LW,10,1,1,2,3,2,0.2,1,0,0,0,1,0,0,15,6.7,104,10:26,fatari01
669,Michael Funk,20,BUF,D,5,0,2,2,2,0,0.4,0,0,0,0,2,0,0,1,0.0,17,3:26,funkmi01
670,Josh Gratton,24,PHX,LW,52,1,1,2,-9,188,-0.6,1,0,0,0,1,0,0,29,3.4,307,5:54,grattjo01
671,Travis Green,36,TOT,C,31,1,1,2,4,27,-0.1,1,0,0,0,1,0,0,22,4.5,276,8:54,greentr01
672,Nate Guenin,24,PHI,D,9,0,2,2,0,4,0.3,0,0,0,0,2,0,0,0,,78,8:40,guenina01
673,Peter Harrold,23,LAK,D,12,0,2,2,0,8,0.4,0,0,0,0,2,0,0,11,0.0,182,15:12,harrope01
674,Jeff Hoggan,28,BOS,RW,46,0,2,2,-8,33,-0.7,0,0,0,0,2,0,0,53,0.0,325,7:04,hoggaje01
675,Lars Jonsson,25,PHI,D,8,0,2,2,-4,6,0.0,0,0,0,0,0,2,0,4,0.0,99,12:25,jonssla01
676,Patrick Kaleta,20,BUF,RW,7,0,2,2,3,21,0.2,0,0,0,0,2,0,0,6,0.0,48,6:49,kaletpa01
677,Boyd Kane,28,PHI,LW,15,0,2,2,-4,28,-0.1,0,0,0,0,2,0,0,7,0.0,104,6:58,kanebo01
678,D.J. King,22,STL,LW,27,1,1,2,-3,52,-0.1,1,0,0,0,1,0,0,12,8.3,149,5:31,kingdj01
679,Kamil Kreps,22,FLA,C,14,1,1,2,-1,6,0.0,1,0,0,0,1,0,0,20,5.0,157,11:13,krepska01
680,Josh Langfeld,29,DET,RW,33,0,2,2,2,12,0.0,0,0,0,0,2,0,0,37,0.0,183,5:33,langfjo01
681,Drew Larman,21,FLA,C,16,2,0,2,-3,2,0.1,2,0,0,0,0,0,0,15,13.3,118,7:23,larmadr01
682,Matt Lashoff,20,BOS,D,12,0,2,2,-6,12,-0.1,0,0,0,0,2,0,0,8,0.0,179,14:55,lashoma01
683,Kris Letang,19,PIT,D,7,2,0,2,-3,4,0.2,0,2,0,0,0,0,0,8,25.0,81,11:33,letankr01
684,Enver Lisin,20,PHX,RW,17,1,1,2,-18,16,-0.9,0,1,0,0,1,0,0,35,2.9,256,15:02,lisinen01
685,Donald MacLean,30,PHX,C,9,1,1,2,-4,0,-0.1,1,0,0,0,0,1,0,12,8.3,114,12:38,macledo01
686,Brian McGrattan,25,OTT,RW,45,0,2,2,-1,100,-0.2,0,0,0,0,2,0,0,22,0.0,174,3:51,mcgrabr01
687,Marty Murray,31,LAK,C,19,0,2,2,-5,4,-0.3,0,0,0,0,2,0,0,4,0.0,181,9:32,murrama01
688,Frans Nielsen,22,NYI,C,15,1,1,2,-2,0,0.1,1,0,0,1,1,0,0,16,6.3,78,5:13,nielsfr01
689,Ville Nieminen,29,TOT,LW,44,1,1,2,-8,43,-0.7,1,0,0,0,1,0,0,43,2.3,387,8:47,niemivi01
690,Jonas Nordqvist,24,CHI,C,3,0,2,2,1,2,0.2,0,0,0,0,2,0,0,2,0.0,42,13:55,nordqjo01
691,Ben Ondrus,24,TOR,RW,16,0,2,2,-5,20,-0.2,0,0,0,0,2,0,0,7,0.0,78,4:54,ondrube01
692,Scott Parker,29,TOT,RW,21,1,1,2,0,28,0.1,1,0,0,0,1,0,0,5,20.0,112,5:19,parkesc01
693,Andrew Peters,26,BUF,LW,58,1,1,2,-1,125,-0.2,1,0,0,0,1,0,0,19,5.3,219,3:46,peteran01
694,Richie Regehr,24,CGY,D,6,1,1,2,-1,0,0.3,0,1,0,0,0,1,0,4,25.0,52,8:44,regehri01
695,Danny Richmond,22,CHI,D,22,0,2,2,-1,48,0.4,0,0,0,0,2,0,0,13,0.0,271,12:20,richmda01
696,Mathieu Roy,23,EDM,D,16,2,0,2,-7,30,0.2,2,0,0,0,0,0,0,18,11.1,226,14:06,royma01
697,Jody Shelley,30,CBJ,LW,72,1,1,2,-6,125,-0.5,1,0,0,0,1,0,0,32,3.1,350,4:52,shelljo01
698,Yan Stastny,24,BOS,C,21,0,2,2,-3,19,-0.2,0,0,0,0,2,0,0,7,0.0,157,7:28,stastya01
699,Derrick Walser,28,CBJ,D,9,2,0,2,-1,0,0.5,0,2,0,0,0,0,0,10,20.0,110,12:14,walsede01
700,Mattias Weinhandl,26,MIN,RW,12,1,1,2,-2,10,0.1,1,0,0,0,1,0,0,3,33.3,78,6:28,weinhma01
701,Andy Wozniewski,26,TOR,D,15,0,2,2,-1,14,0.2,0,0,0,0,2,0,0,10,0.0,209,13:55,woznian01
702,Keith Yandle,20,PHX,D,7,0,2,2,0,8,0.3,0,0,0,0,0,2,0,10,0.0,141,20:10,yandlke01
703,Keith Aucoin,28,CAR,RW,8,0,1,1,1,0,0.1,0,0,0,0,0,1,0,6,0.0,50,6:17,aucoike01
704,Shawn Belle,22,MIN,D,9,0,1,1,4,0,0.6,0,0,0,0,1,0,0,3,0.0,89,9:56,bellesh01
705,Derek Boogaard,24,MIN,LW,48,0,1,1,0,120,-0.2,0,0,0,0,1,0,0,11,0.0,222,4:38,boogade01
706,Tim Brent,22,ANA,C,15,1,0,1,-5,6,-0.2,1,0,0,0,0,0,0,14,7.1,104,6:55,brentti01
707,Kyle Brodziak,22,EDM,C,6,1,0,1,0,2,0.1,1,0,0,0,0,0,0,11,9.1,103,17:08,brodzky01
708,Sheldon Brookbank,26,NSH,D,3,0,1,1,0,12,0.1,0,0,0,0,1,0,0,3,0.0,25,8:16,brooksh01
709,Wade Brookbank,29,BOS,D,7,1,0,1,-1,15,0.2,1,0,0,0,0,0,0,1,100.0,31,4:25,brookwa01
710,Alex Brooks,30,NJD,D,19,0,1,1,-1,4,0.3,0,0,0,0,1,0,0,4,0.0,164,8:39,brookal01
711,Tim Connolly,25,BUF,C,2,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,26,13:07,connoti01
712,Carl Corazzini,27,CHI,C,7,0,1,1,0,2,0.0,0,0,0,0,1,0,0,5,0.0,76,10:47,corazca01
713,Patrick Coulombe,21,VAN,D,7,0,1,1,-6,4,-0.2,0,0,0,0,1,0,0,11,0.0,95,13:38,coulopa01
714,Nigel Dawes,21,NYR,LW,8,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,7,14.3,54,6:44,dawesni01
715,Nathan Dempsey,32,BOS,D,17,0,1,1,-2,6,0.1,0,0,0,0,1,0,0,4,0.0,169,9:57,dempsna01
716,Aaron Downey,32,MTL,RW,21,1,0,1,-6,48,-0.2,1,0,0,1,0,0,0,10,10.0,105,4:59,downeaa01
717,Micki DuPont,26,PIT,D,3,0,1,1,-3,4,-0.1,0,0,0,0,0,1,0,6,0.0,41,13:48,duponmi01
718,Jim Fahey,27,NJD,D,13,0,1,1,0,2,0.4,0,0,0,0,1,0,0,7,0.0,140,10:47,faheyji01
719,Drew Fata,23,NYI,D,3,1,0,1,-2,5,0.1,1,0,0,0,0,0,0,1,100.0,31,10:17,fatadr01
720,Curtis Glencross,24,TOT,LW,9,1,0,1,-5,2,-0.1,1,0,0,0,0,0,0,8,12.5,82,9:09,glenccu01
721,Rob Globke,24,FLA,C,19,0,1,1,-3,0,-0.3,0,0,0,0,1,0,0,15,0.0,115,6:04,globkro01
722,Mike Glumac,26,STL,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,25,8:24,glumami01
723,Eric Godard,26,CGY,RW,19,0,1,1,0,50,0.0,0,0,0,0,1,0,0,3,0.0,72,3:47,godarer01
724,Triston Grant,22,PHI,LW,8,0,1,1,-1,10,0.0,0,0,0,0,1,0,0,3,0.0,36,4:32,granttr01
725,David Hale,25,TOT,D,54,0,1,1,0,36,1.0,0,0,0,0,1,0,0,33,0.0,590,10:55,haleda01
726,Josh Hennessy,21,OTT,C,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,6,16.7,57,5:39,hennejo01
727,Cam Janssen,22,NJD,RW,48,1,0,1,-2,114,-0.1,1,0,0,0,0,0,0,9,11.1,197,4:06,janssca01
728,Alexei Kaigorodov,23,OTT,C,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,29,4:53,kaigoal01
729,Kevin Klein,22,NSH,D,3,1,0,1,3,0,0.5,1,0,0,0,0,0,0,2,50.0,50,16:37,kleinke01
730,Tomáš Kopecký,24,DET,RW,26,1,0,1,-2,22,-0.2,1,0,0,0,0,0,0,27,3.7,189,7:15,kopecto01
731,Junior Lessard,26,DAL,RW,1,1,0,1,1,0,0.2,0,1,0,0,0,0,0,3,33.3,12,11:56,lessaju01
732,Joakim Lindström,23,CBJ,C,9,1,0,1,-3,4,0.0,1,0,0,0,0,0,0,9,11.1,76,8:28,lindsjo01
733,Martin Lojek,21,FLA,D,3,0,1,1,2,0,0.3,0,0,0,0,1,0,0,0,,25,8:23,lojekma01
734,Mark Mancari,21,BUF,RW,3,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,1,0.0,19,6:12,mancama01
735,Alyn McCauley,29,LAK,C,10,1,0,1,0,2,0.0,1,0,0,0,0,0,0,4,25.0,97,9:43,mccaual01
736,Cody McCormick,23,COL,C,6,0,1,1,1,6,0.1,0,0,0,0,1,0,0,6,0.0,40,6:44,mccorco01
737,Björn Melin,25,ANA,RW,3,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,1,100.0,22,7:19,melinbj01
738,Duncan Milroy,23,MTL,RW,5,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,6,0.0,65,12:56,milrodu01
739,Tomáš Mojžíš,24,STL,D,6,1,0,1,0,0,0.3,1,0,0,0,0,0,0,7,14.3,60,10:03,mojzito01
740,Brad Moran,27,VAN,C,3,0,1,1,0,2,0.0,0,0,0,0,0,1,0,3,0.0,38,12:38,moranbr01
741,Ethan Moreau,31,EDM,LW,7,1,0,1,-4,12,-0.1,1,0,0,0,0,0,0,18,5.6,106,15:08,moreaet01
742,Joe Motzko,26,CBJ,RW,7,1,0,1,0,0,0.1,1,0,0,0,0,0,0,10,10.0,45,6:27,motzkjo01
743,Robert Nilsson,22,EDM,C,4,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,8,12.5,69,17:21,nilssro01
744,Brad Norton,31,DET,D,6,0,1,1,2,20,0.3,0,0,0,0,1,0,0,2,0.0,25,4:08,nortobr01
745,P.A. Parenteau,23,CHI,LW,5,0,1,1,-1,2,0.0,0,0,0,0,0,1,0,7,0.0,55,11:05,parenpi01
746,George Parros,27,TOT,RW,34,1,0,1,-3,102,-0.2,1,0,0,0,0,0,0,19,5.3,172,5:03,parroge01
747,Rich Peverley,24,NSH,C,13,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,9,0.0,98,7:31,peverri01
748,Alexandre Picard,21,CBJ,LW,23,0,1,1,-3,6,-0.3,0,0,0,0,0,1,0,20,0.0,180,7:49,picaral02
749,Mark Popovic,24,ATL,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,31,10:15,popovma01
750,Kyle Quincey,21,DET,D,6,1,0,1,0,0,0.3,1,0,0,0,0,0,0,7,14.3,69,11:26,quincky01
751,Mike Rathje,32,PHI,D,18,0,1,1,-7,6,0.0,0,0,0,0,1,0,0,13,0.0,375,20:49,rathjmi01
752,Jeremy Reich,27,BOS,C,32,0,1,1,-10,63,-0.7,0,0,0,0,1,0,0,27,0.0,263,8:14,reichje01
753,Mike Ricci,35,PHX,C,7,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,4,0.0,69,9:54,riccimi01
754,Allan Rourke,26,NYI,D,11,0,1,1,0,4,0.2,0,0,0,0,1,0,0,1,0.0,117,10:40,rourkal01
755,Anthony Stewart,22,FLA,C,10,0,1,1,1,2,0.0,0,0,0,0,1,0,0,8,0.0,69,6:51,stewaan01
756,Zack Stortini,21,EDM,RW,29,1,0,1,-7,105,-0.4,1,0,0,0,0,0,0,17,5.9,207,7:09,stortza01
757,Mark Stuart,22,BOS,D,15,0,1,1,7,14,0.8,0,0,0,0,1,0,0,4,0.0,156,10:23,stuarma01
758,Danny Syvret,21,EDM,D,16,0,1,1,-10,6,-0.2,0,0,0,0,1,0,0,15,0.0,296,18:28,syvreda01
759,Joel Ward,26,MIN,RW,11,0,1,1,0,0,0.0,0,0,0,0,1,0,0,12,0.0,85,7:42,wardjo02
760,Jeremy Williams,23,TOR,RW,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,7,7:18,willije01
761,Sébastien Bisaillon,20,EDM,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,28,14:12,bisaise01
762,Mike Blunden,20,CHI,RW,9,0,0,0,-5,10,-0.4,0,0,0,0,0,0,0,10,0.0,102,11:23,blundmi01
763,Eric Boguniecki,31,NYI,C,11,0,0,0,0,8,-0.1,0,0,0,0,0,0,0,2,0.0,54,4:54,boguner01
764,Danny Bois,23,OTT,RW,1,0,0,0,0,7,0.0,0,0,0,0,0,0,0,1,0.0,4,3:53,boisda01
765,Dave Bolland,20,CHI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,11:17,bollada01
766,Darryl Bootland,25,DET,RW,6,0,0,0,0,9,0.0,0,0,0,0,0,0,0,4,0.0,25,4:08,bootlda01
767,Tyler Bouck,27,VAN,LW,6,0,0,0,-1,16,-0.1,0,0,0,0,0,0,0,7,0.0,48,7:55,bouckty01
768,Luc Bourdon,19,VAN,D,9,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,3,0.0,80,8:50,bourdlu01
769,Troy Brouwer,21,CHI,RW,10,0,0,0,-7,7,-0.5,0,0,0,0,0,0,0,7,0.0,99,9:55,brouwtr01
770,Adam Burish,24,CHI,RW,9,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,12,0.0,100,11:08,burisad01
771,Eric Cairns,32,PIT,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,1,0:42,cairner01
772,Darcy Campbell,22,CBJ,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:41,campbda02
773,Mike Card,20,BUF,D,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,18,4:34,cardmi01
774,Jeremy Colliton,22,NYI,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,5,4:40,collije01
775,Blake Comeau,20,NYI,RW,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,1,0.0,28,9:25,comeabl01
776,Riley Cote,24,PHI,LW,8,0,0,0,0,11,-0.1,0,0,0,0,0,0,0,3,0.0,36,4:30,coteri01
777,Mark Cullen,28,PHI,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,19,6:15,cullema02
778,Mathieu Darche,30,SJS,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,9:13,darchma01
779,Niko Dimitrakos,27,PHI,RW,5,0,0,0,-4,6,-0.2,0,0,0,0,0,0,0,4,0.0,43,8:32,dimitni01
780,Brandon Dubinsky,20,NYR,C,6,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,9,0.0,49,8:10,dubinbr01
781,Matt Ellis,25,DET,LW,16,0,0,0,-1,6,-0.2,0,0,0,0,0,0,0,22,0.0,89,5:35,ellisma01
782,Matt Ellison,23,PHI,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,5:58,ellisma02
783,Brad Ference,27,CGY,D,5,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,59,11:46,ferenbr01
784,Matt Foy,23,MIN,RW,9,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,6,0.0,65,7:11,foyma01
785,Colin Fraser,22,CHI,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,3,3:18,fraseco01
786,Mark Fraser,20,NJD,D,7,0,0,0,-1,7,0.0,0,0,0,0,0,0,0,1,0.0,25,3:34,frasema01
787,Gabe Gauthier,23,LAK,LW,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,6,0.0,50,9:57,gauthga01
788,Carsen Germyn,24,CGY,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,17,8:26,germyca01
789,Steven Goertzen,22,CBJ,RW,7,0,0,0,0,10,-0.1,0,0,0,0,0,0,0,1,0.0,37,5:21,goertst01
790,Lee Goren,29,VAN,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,23,11:21,gorenle01
791,David Gove,28,CAR,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,3,3:16,goveda01
792,Mikhail Grabovski,23,MTL,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,40,13:18,grabomi01
793,Martin Grenier,26,PHI,D,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,14,4:40,grenima01
794,Nicklas Grossmann,22,DAL,D,8,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,8,0.0,103,12:49,grossni01
795,Jay Harrison,24,TOR,D,5,0,0,0,-5,6,-0.4,0,0,0,0,0,0,0,3,0.0,42,8:22,harrija01
796,Darren Haydar,27,ATL,RW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,32,8:01,haydada01
797,Timo Helbling,25,WSH,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,24,12:00,helblti01
798,Jamie Hunt,22,WSH,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,6,6:01,huntja01
799,Matt Hussey,27,DET,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,6,0.0,28,5:38,hussema01
800,Greg Jacina,24,FLA,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,21,6:52,jacingr01
801,Tim Jackman,25,LAK,RW,5,0,0,0,-1,10,-0.1,0,0,0,0,0,0,0,3,0.0,33,6:36,jackmti01
802,Jean-François Jacques,21,EDM,LW,37,0,0,0,-11,33,-0.9,0,0,0,0,0,0,0,23,0.0,293,7:55,jacquje01
803,Jack Johnson,20,LAK,D,5,0,0,0,-5,18,-0.3,0,0,0,0,0,0,0,5,0.0,107,21:23,johnsja02
804,Matt Keith,23,CHI,RW,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,0,,19,9:33,keithma01
805,David Kočí,25,CHI,LW,9,0,0,0,-3,88,-0.2,0,0,0,0,0,0,0,3,0.0,43,4:44,kocida01
806,Zenon Konopka,26,CBJ,C,6,0,0,0,-2,20,-0.1,0,0,0,0,0,0,0,2,0.0,30,5:00,konopze01
807,David Krejčí,20,BOS,C,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,2,0.0,26,4:24,krejcda01
808,Dan LaCouture,29,NJD,LW,6,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,30,4:57,lacouda01
809,Bryce Lampman,24,NYR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,12:08,lampmbr01
810,Patrick Leahy,27,NSH,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:46,leahypa01
811,David Liffiton,22,NYR,D,2,0,0,0,1,7,0.1,0,0,0,0,0,0,0,2,0.0,23,11:31,liffida01
812,Reed Low,30,CHI,RW,6,0,0,0,-1,31,-0.1,0,0,0,0,0,0,0,0,,21,3:33,lowre01
813,Derek MacKenzie,25,ATL,C,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,20,5:00,mackede01
814,Tomi Mäki,23,CGY,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:56,makito01
815,Tomáš Malec,24,OTT,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,15,14:47,malecto01
816,Richard Matvichuk,33,NJD,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,12:45,matviri01
817,Darren McCarty,34,CGY,RW,32,0,0,0,-3,58,-0.5,0,0,0,0,0,0,0,15,0.0,173,5:24,mccarda02
818,Nathan McIver,22,VAN,D,1,0,0,0,-3,7,-0.2,0,0,0,0,0,0,0,0,,11,11:20,mcivena01
819,Jay McKee,29,STL,D,23,0,0,0,-9,12,-0.3,0,0,0,0,0,0,0,19,0.0,465,20:14,mckeeja01
820,Derek Meech,22,DET,D,4,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0.0,23,5:47,meechde01
821,Alexei Mikhnov,24,EDM,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,14,6:52,mikhnal01
822,Ian Moran,34,ANA,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,6,6:06,morania01
823,Jason Morgan,30,MIN,C,4,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,30,7:29,morgaja01
824,Filip Novák,24,CBJ,D,6,0,0,0,1,2,0.2,0,0,0,0,0,0,0,3,0.0,60,9:55,novakfi01
825,Ryan Parent,19,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,14:10,parenry01
826,Serge Payer,27,OTT,C,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,35,7:01,payerse01
827,Rod Pelley,22,NJD,C,9,0,0,0,-3,0,-0.3,0,0,0,0,0,0,0,8,0.0,99,11:00,pellero02
828,Tuomas Pihlman,24,NJD,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,6:32,pihlmtu01
829,Joe Piskula,22,LAK,D,5,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,4,0.0,50,9:59,piskujo01
830,Tomáš Plíhal,23,SJS,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,10,0.0,29,9:44,plihato01
831,Roman Polák,20,STL,D,19,0,0,0,-3,6,0.0,0,0,0,0,0,0,0,13,0.0,259,13:38,polakro01
832,Vojtěch Polák,21,DAL,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,15,7:43,polakvo01
833,Benoît Pouliot,20,MIN,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,21,6:58,poulibe01
834,David Printz,26,PHI,D,12,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,1,0.0,79,6:33,printda01
